Removed Pin From Net: NetName=EXP_12V Pin=C10-1
Add Pin To Net: Unknown Pin: Pin U3-98
Add Pin To Net: Unknown Pin: Pin U3-99
Add Pin To Net: Unknown Pin: Pin U3-101
Add Pin To Net: Unknown Pin: Pin U3-102
Add Pin To Net: Unknown Pin: Pin U3-103
Add Pin To Net: Unknown Pin: Pin U3-104
Add Pin To Net: Unknown Pin: Pin U3-105
Add Pin To Net: Unknown Pin: Pin U3-107
Add Pin To Net: Unknown Pin: Pin U3-109
Add Pin To Net: Unknown Pin: Pin U3-110
Add Pin To Net: Unknown Pin: Pin U3-113
Add Pin To Net: Unknown Pin: Pin U3-114
Add Pin To Net: Unknown Pin: Pin U3-115
Add Pin To Net: Unknown Pin: Pin U3-118
Add Pin To Net: Unknown Pin: Pin U3-119
Add Pin To Net: Unknown Pin: Pin U3-121
Add Pin To Net: Unknown Pin: Pin U3-122
Add Pin To Net: Unknown Pin: Pin U3-123
Add Pin To Net: Unknown Pin: Pin U3-124
Add Pin To Net: Unknown Pin: Pin U3-125
Add Pin To Net: Unknown Pin: Pin U3-126
Add Pin To Net: Unknown Pin: Pin U3-127
Add Pin To Net: Unknown Pin: Pin U3-128
Add Pin To Net: Unknown Pin: Pin U3-130
Add Pin To Net: Unknown Pin: Pin U3-131
Add Pin To Net: Unknown Pin: Pin U3-132
Add Pin To Net: Unknown Pin: Pin U3-133
Add Pin To Net: Unknown Pin: Pin U3-134
Add Pin To Net: Unknown Pin: Pin U3-135
Add Pin To Net: Unknown Pin: Pin U3-136
Add Pin To Net: Unknown Pin: Pin U3-137
Add Pin To Net: Unknown Pin: Pin U3-138
Add Pin To Net: Unknown Pin: Pin U3-139
Add Pin To Net: Unknown Pin: Pin U3-141
Add Pin To Net: Unknown Pin: Pin U3-142
Add Pin To Net: Unknown Pin: Pin U3-143
Add Pin To Net: Unknown Pin: Pin U10-1
Add Pin To Net: Unknown Pin: Pin U10-2
Add Pin To Net: Unknown Pin: Pin U10-3
Add Pin To Net: Unknown Pin: Pin U10-4
Add Pin To Net: Unknown Pin: Pin U10-5
Add Pin To Net: Unknown Pin: Pin U10-6
Add Pin To Net: Unknown Pin: Pin U10-7
Add Pin To Net: Unknown Pin: Pin U10-8
Add Pin To Net: Unknown Pin: Pin U10-9
Add Pin To Net: Unknown Pin: Pin U10-11
Add Pin To Net: Unknown Pin: Pin U10-14
Add Pin To Net: Unknown Pin: Pin U10-15
Add Pin To Net: Unknown Pin: Pin U10-16
Add Pin To Net: Unknown Pin: Pin U10-17
Add Pin To Net: Unknown Pin: Pin U10-18
Add Pin To Net: Unknown Pin: Pin U10-19
Add Pin To Net: Unknown Pin: Pin U10-20
Add Pin To Net: Unknown Pin: Pin U10-21
Add Pin To Net: Unknown Pin: Pin U10-22
Add Pin To Net: Unknown Pin: Pin U10-23
Add Pin To Net: Unknown Pin: Pin U10-24
Add Pin To Net: Unknown Pin: Pin U10-25
Add Pin To Net: Unknown Pin: Pin U10-26
Add Pin To Net: Unknown Pin: Pin U10-27
Add Pin To Net: Unknown Pin: Pin U10-28
Add Pin To Net: Unknown Pin: Pin U10-29
Add Pin To Net: Unknown Pin: Pin U25-1
Add Pin To Net: Unknown Pin: Pin U25-2
Add Pin To Net: Unknown Pin: Pin U25-3
Add Pin To Net: Unknown Pin: Pin U25-4
Add Pin To Net: Unknown Pin: Pin U25-5
Add Pin To Net: Unknown Pin: Pin U25-6
Add Pin To Net: Unknown Pin: Pin U25-7
Add Pin To Net: Unknown Pin: Pin U25-8
Add Pin To Net: Unknown Pin: Pin U25-9
Add Pin To Net: Unknown Pin: Pin U26-1
Add Pin To Net: Unknown Pin: Pin U26-2
Add Pin To Net: Unknown Pin: Pin U26-3
Add Pin To Net: Unknown Pin: Pin U26-4
Add Pin To Net: Unknown Pin: Pin U26-5
Add Pin To Net: Unknown Pin: Pin U26-6
Add Pin To Net: Unknown Pin: Pin U26-7
Add Pin To Net: Unknown Pin: Pin U26-8
Add Pin To Net: Unknown Pin: Pin U26-9
Add Pin To Net: Unknown Pin: Pin U27-1
Add Pin To Net: Unknown Pin: Pin U27-2
Add Pin To Net: Unknown Pin: Pin U27-3
Add Pin To Net: Unknown Pin: Pin U27-4
Add Pin To Net: Unknown Pin: Pin U27-5
Add Pin To Net: Unknown Pin: Pin U27-6
Add Pin To Net: Unknown Pin: Pin U27-7
Add Pin To Net: Unknown Pin: Pin U27-8
Add Pin To Net: Unknown Pin: Pin U27-9
Add Pin To Net: Unknown Pin: Pin U28-1
Add Pin To Net: Unknown Pin: Pin U28-2
Add Pin To Net: Unknown Pin: Pin U28-3
Add Pin To Net: Unknown Pin: Pin U28-4
Add Pin To Net: Unknown Pin: Pin U28-5
Add Pin To Net: Unknown Pin: Pin U28-6
Add Pin To Net: Unknown Pin: Pin U28-7
Add Pin To Net: Unknown Pin: Pin U28-8
Add Pin To Net: Unknown Pin: Pin U28-9
Add Pin To Net: Unknown Pin: Pin U32-1
Add Pin To Net: Unknown Pin: Pin U32-2
Add Pin To Net: Unknown Pin: Pin U32-3
Add Pin To Net: Unknown Pin: Pin U32-4
Add Pin To Net: Unknown Pin: Pin U32-5
Add Pin To Net: Unknown Pin: Pin U32-6
Add Pin To Net: Unknown Pin: Pin U32-7
Add Pin To Net: Unknown Pin: Pin U32-8
Add Pin To Net: Unknown Pin: Pin U32-9
